"iata","name","city","subd","country","lat","lon","iso"
"YCG","Castlegar / West Kootenay Regional Airport","Castlegar","British Columbia","Canada","49.2964","-117.632","CA"
"YCH","Miramichi Airport","Miramichi","New Brunswick","Canada","47.0078","-65.4492","CA"
"XCM","Chatham Kent Airport","Chatham-Kent","Ontario","Canada","42.3064","-82.0819","CA"
"YCL","Charlo Airport","Charlo","New Brunswick","Canada","47.9908","-66.3303","CA"
"YCN","Cochrane Airport","Cochrane","Ontario","Canada","49.1056","-81.0136","CA"
"YCO","Kugluktuk Airport","Kugluktuk","Nunavut","Canada","67.8167","-115.144","CA"
"YCQ","Chetwynd Airport","Chetwynd","British Columbia","Canada","55.6872","-121.627","CA"
"YCR","Cross Lake (Charlie Sinclair Memorial) Airport","Cross Lake","Manitoba","Canada","54.6106","-97.7608","CA"
"YCS","Chesterfield Inlet Airport","Chesterfield Inlet","Nunavut","Canada","63.3469","-90.7311","CA"
"YCT","Coronation Airport","Coronation","Alberta","Canada","52.075","-111.445","CA"
"YCW","Chilliwack Airport","Chilliwack","British Columbia","Canada","49.1528","-121.939","CA"
"YCY","Clyde River Airport","Clyde River","Nunavut","Canada","70.4861","-68.5167","CA"
"YCZ","Fairmont Hot Springs Airport","Fairmont Hot Springs","British Columbia","Canada","50.3303","-115.873","CA"
"YDA","Dawson City Airport","Dawson City","Yukon","Canada","64.0431","-139.12801","CA"
"YDB","Burwash Airport","Burwash","Yukon","Canada","61.3711","-139.041","CA"
"YDF","Deer Lake Airport","Deer Lake","Newfoundland and Labrador","Canada","49.2108","-57.3914","CA"
"YDL","Dease Lake Airport","Dease Lake","British Columbia","Canada","58.4222","-130.032","CA"
"XRR","Ross River Airport","Ross River","Yukon","Canada","61.9706","-132.423","CA"
"YDN","Dauphin Barker Airport","Dauphin","Manitoba","Canada","51.1008","-100.052","CA"
"YDO","Dolbeau St Felicien Airport","Dolbeau-St-Felicien","Quebec","Canada","48.7785","-72.375","CA"
"YDP","Nain Airport","Nain","Newfoundland and Labrador","Canada","56.5492","-61.6803","CA"
"YDQ","Dawson Creek Airport","Dawson Creek","British Columbia","Canada","55.7423","-120.183","CA"
"YEG","Edmonton International Airport","Edmonton","Alberta","Canada","53.3097","-113.58","CA"
"YEK","Arviat Airport","Arviat","Nunavut","Canada","61.0942","-94.0708","CA"
"YEL","Elliot Lake Municipal Airport","Elliot Lake","Ontario","Canada","46.3514","-82.5614","CA"
"YEM","Manitoulin East Municipal Airport","Manitowaning","Ontario","Canada","45.8428","-81.8581","CA"
"YEN","Estevan Airport","Estevan","Saskatchewan","Canada","49.2103","-102.966","CA"
"YER","Fort Severn Airport","Fort Severn","Ontario","Canada","56.0189","-87.6761","CA"
"YET","Edson Airport","Edson","Alberta","Canada","53.5789","-116.465","CA"
"YEU","Eureka Airport","Eureka","Nunavut","Canada","79.9947","-85.8142","CA"
"YEV","Inuvik (Mike Zubko) Airport","Inuvik","Northwest Territories","Canada","68.3042","-133.483","CA"
"YEY","Amos Magny Airport","Amos","Quebec","Canada","48.5639","-78.2497","CA"
"YFA","Fort Albany Airport","Fort Albany","Ontario","Canada","52.2014","-81.6969","CA"
"YFB","Iqaluit Airport","Iqaluit","Nunavut","Canada","63.7564","-68.5558","CA"
"YFC","Fredericton International Airport","Fredericton","New Brunswick","Canada","45.8689","-66.5372","CA"
"YFE","Forestville Airport","Forestville","Quebec","Canada","48.7461","-69.0972","CA"
"YFH","Fort Hope Airport","Fort Hope","Ontario","Canada","51.5619","-87.9078","CA"
"YTM","La Macaza / Mont-Tremblant International Inc Airport","Riviere Rouge","Quebec","Canada","46.4094","-74.78","CA"
"YFO","Flin Flon Airport","Flin Flon","Manitoba","Canada","54.6781","-101.682","CA"
"YFR","Fort Resolution Airport","Fort Resolution","Northwest Territories","Canada","61.1808","-113.69","CA"
"YFS","Fort Simpson Airport","Fort Simpson","Northwest Territories","Canada","61.7602","-121.237","CA"
"YMN","Makkovik Airport","Makkovik","Newfoundland and Labrador","Canada","55.0769","-59.1864","CA"
"YGB","Texada Gillies Bay Airport","Texada","British Columbia","Canada","49.6942","-124.518","CA"
"YGH","Fort Good Hope Airport","Fort Good Hope","Northwest Territories","Canada","66.2408","-128.651","CA"
"YGK","Kingston Airport","Kingston","Ontario","Canada","44.2253","-76.5969","CA"
"YGL","La Grande Riviere Airport","Radisson","Quebec","Canada","53.6253","-77.7042","CA"
"YGM","Gimli Industrial Park Airport","Gimli","Manitoba","Canada","50.6281","-97.0433","CA"
"YGO","Gods Lake Narrows Airport","Gods Lake Narrows","Manitoba","Canada","54.5589","-94.4914","CA"
"YGP","Gaspe (Michel-Pouliot) Airport","Gaspe","Quebec","Canada","48.7753","-64.4786","CA"
"YGQ","Geraldton Greenstone Regional Airport","Geraldton","Ontario","Canada","49.7783","-86.9394","CA"
"YGR","Iles-de-la-Madeleine Airport","Iles-de-la-Madeleine","Quebec","Canada","47.4247","-61.7781","CA"
"YGT","Igloolik Airport","Igloolik","Nunavut","Canada","69.3647","-81.8161","CA"
"YGV","Havre St Pierre Airport","Havre St-Pierre","Quebec","Canada","50.2819","-63.6114","CA"
"YGW","Kuujjuarapik Airport","Kuujjuarapik","Quebec","Canada","55.2819","-77.7653","CA"
"YGX","Gillam Airport","Gillam","Manitoba","Canada","56.3575","-94.7106","CA"
"YGZ","Grise Fiord Airport","Grise Fiord","Nunavut","Canada","76.4261","-82.9092","CA"
"YQC","Quaqtaq Airport","Quaqtaq","Quebec","Canada","61.0464","-69.6178","CA"
"YHB","Hudson Bay Airport","Hudson Bay","Saskatchewan","Canada","52.8167","-102.311","CA"
"CXH","Vancouver Harbour BC (Water Airport)","Vancouver","British Columbia","Canada","49.2945","-123.11133","CA"
"YHD","Dryden Regional Airport","Dryden","Ontario","Canada","49.8317","-92.7442","CA"
"YHE","Hope Airport","Hope","British Columbia","Canada","49.3683","-121.498","CA"
"YHF","Hearst Rene Fontaine Municipal Airport","Hearst","Ontario","Canada","49.7142","-83.6861","CA"
"YNS","Nemiscau Airport","Nemiscau","Quebec","Canada","51.6911","-76.1356","CA"
"YHI","Ulukhaktok Holman Airport","Ulukhaktok","Northwest Territories","Canada","70.7628","-117.806","CA"
"YHK","Gjoa Haven Airport","Gjoa Haven","Nunavut","Canada","68.6356","-95.8497","CA"
"YHM","Hamilton Airport","Hamilton","Ontario","Canada","43.1736","-79.935","CA"
"YHN","Hornepayne Municipal Airport","Hornepayne","Ontario","Canada","49.1931","-84.7589","CA"
"YHO","Hopedale Airport","Hopedale","Newfoundland and Labrador","Canada","55.4483","-60.2286","CA"
"YHR","Chevery Airport","Chevery","Quebec","Canada","50.4689","-59.6367","CA"
"YHT","Haines Junction Airport","Haines Junction","Yukon","Canada","60.7892","-137.54601","CA"
"YHU","Montréal / St-Hubert Airport","Longueuil","Quebec","Canada","45.5175","-73.4169","CA"
"YHY","Hay River / Merlyn Carter Airport","Hay River","Northwest Territories","Canada","60.8397","-115.783","CA"
"YHZ","Halifax / Stanfield International Airport","Halifax","Nova Scotia","Canada","44.8808","-63.5086","CA"
"YIB","Atikokan Municipal Airport","Atikokan","Ontario","Canada","48.7739","-91.6386","CA"
"YDG","Digby / Annapolis Regional Airport","Digby","Nova Scotia","Canada","44.54585","-65.78542","CA"
"YIF","St Augustin Airport","St-Augustin","Quebec","Canada","51.2117","-58.6583","CA"
"YIK","Ivujivik Airport","Ivujivik","Quebec","Canada","62.4173","-77.9253","CA"
"YIO","Pond Inlet Airport","Pond Inlet","Nunavut","Canada","72.6833","-77.9667","CA"
"YIV","Island Lake Airport","Island Lake","Manitoba","Canada","53.8572","-94.6536","CA"
"YJA","Jasper Airport","Jasper","Alberta","Canada","52.9967","-118.059","CA"
"YJF","Fort Liard Airport","Fort Liard","Northwest Territories","Canada","60.2358","-123.469","CA"
"YJN","St Jean Airport","Saint Jean","Quebec","Canada","45.2944","-73.2811","CA"
"YJT","Stephenville Airport","Stephenville","Newfoundland and Labrador","Canada","48.5442","-58.55","CA"
"YKA","Kamloops Airport","Kamloops","British Columbia","Canada","50.7022","-120.444","CA"
"YKC","Collins Bay Airport","Collins Bay","Saskatchewan","Canada","58.2361","-103.678","CA"
"LAK","Aklavik Airport","Aklavik","Northwest Territories","Canada","68.2233","-135.006","CA"
"YKF","Kitchener / Waterloo Airport","Waterloo","Ontario","Canada","43.4608","-80.3786","CA"
"YWB","Kangiqsujuaq (Wakeham Bay) Airport","Kangiqsujuaq","Quebec","Canada","61.5886","-71.9294","CA"
"YKJ","Key Lake Airport","Key Lake","Saskatchewan","Canada","57.2561","-105.618","CA"
"YKL","Schefferville Airport","Schefferville","Quebec","Canada","54.8053","-66.8053","CA"
"AKV","Akulivik Airport","Akulivik","Quebec","Canada","60.8186","-78.1486","CA"
"YKQ","Waskaganish Airport","Waskaganish","Quebec","Canada","51.4733","-78.7583","CA"
"YKX","Kirkland Lake Airport","Kirkland Lake","Ontario","Canada","48.2103","-79.9814","CA"
"YKY","Kindersley Airport","Kindersley","Saskatchewan","Canada","51.5175","-109.181","CA"
"YKZ","Toronto / Buttonville Municipal Airport","Markham","Ontario","Canada","43.8622","-79.37","CA"
"YPJ","Aupaluk Airport","Aupaluk","Quebec","Canada","59.2967","-69.5997","CA"
"YLB","Lac La Biche Airport","Lac La Biche","Alberta","Canada","54.7703","-112.032","CA"
"YLC","Kimmirut Airport","Kimmirut","Nunavut","Canada","62.85","-69.8833","CA"
"YLD","Chapleau Airport","Chapleau","Ontario","Canada","47.82","-83.3467","CA"
"YLH","Lansdowne House Airport","Lansdowne House","Ontario","Canada","52.1956","-87.9342","CA"
"YLJ","Meadow Lake Airport","Meadow Lake","Saskatchewan","Canada","54.1253","-108.523","CA"
"YSG","Lutselk'e Airport","Lutselk'e","Northwest Territories","Canada","62.4183","-110.682","CA"
"YLL","Lloydminster Airport","Lloydminster","Saskatchewan","Canada","53.3092","-110.073","CA"
"YLQ","La Tuque Airport","La Tuque","Quebec","Canada","47.4097","-72.7889","CA"
"YLR","Leaf Rapids Airport","Leaf Rapids","Manitoba","Canada","56.5133","-99.9853","CA"
"YLK","Barrie-Orillia (Lake Simcoe Regional Airport)","Barrie-Orillia","Ontario","Canada","44.4853","-79.5556","CA"
"YLT","Alert Airport","Alert","Nunavut","Canada","82.5178","-62.2806","CA"
"XGR","Kangiqsualujjuaq (Georges River) Airport","Kangiqsualujjuaq","Quebec","Canada","58.7114","-65.9928","CA"
"YLW","Kelowna Airport","Kelowna","British Columbia","Canada","49.9561","-119.378","CA"
"YMA","Mayo Airport","Mayo","Yukon","Canada","63.6164","-135.868","CA"
"YME","Matane Airport","Matane","Quebec","Canada","48.8569","-67.4533","CA"
"YMG","Manitouwadge Airport","Manitouwadge","Ontario","Canada","49.0839","-85.8606","CA"
"YMH","Mary's Harbour Airport","Mary's Harbour","Newfoundland and Labrador","Canada","52.3028","-55.8472","CA"
"YMJ","Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Saskatchewan","Canada","50.3303","-105.559","CA"
"YML","Charlevoix Airport","Charlevoix","Quebec","Canada","47.5975","-70.2239","CA"
"YMM","Fort McMurray Airport","Fort McMurray","Alberta","Canada","56.6533","-111.222","CA"
"YMO","Moosonee Airport","Moosonee","Ontario","Canada","51.2911","-80.6078","CA"
"YMT","Chapais Airport","Chibougamau","Quebec","Canada","49.7719","-74.5281","CA"
"YUD","Umiujaq Airport","Umiujaq","Quebec","Canada","56.5361","-76.5183","CA"
"YMW","Maniwaki Airport","Maniwaki","Quebec","Canada","46.2728","-75.9906","CA"
"YMX","Montréal International (Mirabel) Airport","Mirabel","Quebec","Canada","45.6795","-74.0387","CA"
"YNA","Natashquan Airport","Natashquan","Quebec","Canada","50.19","-61.7892","CA"
"YNC","Wemindji Airport","Wemindji","Quebec","Canada","53.0106","-78.8311","CA"
"YND","Ottawa / Gatineau Airport","Gatineau","Quebec","Canada","45.5217","-75.5636","CA"
"YNE","Norway House Airport","Norway House","Manitoba","Canada","53.9583","-97.8442","CA"
"YNH","Hudsons Hope Airport","Hudson's Hope","British Columbia","Canada","56.0356","-121.976","CA"
"YLY","Langley Airport","Langley","British Columbia","Canada","49.1008","-122.631","CA"
"YNL","Points North Landing Airport","Points North Landing","Saskatchewan","Canada","58.2767","-104.082","CA"
"YNM","Matagami Airport","Matagami","Quebec","Canada","49.7617","-77.8028","CA"
"YNN","Nejanilini Lake Airport","Nejanilini Lake","Manitoba","Canada","59.4875","-97.7803","CA"
"HZP","Fort Mackay / Horizon Airport","Fort Mackay","Alberta","Canada","57.3817","-111.701","CA"
"YOA","Ekati Airport","Ekati","Northwest Territories","Canada","64.6989","-110.615","CA"
"YOC","Old Crow Airport","Old Crow","Yukon","Canada","67.5706","-139.839","CA"
"YOD","CFB Cold Lake","Cold Lake","Alberta","Canada","54.405","-110.279","CA"
"YOH","Oxford House Airport","Oxford House","Manitoba","Canada","54.9333","-95.2789","CA"
"YOJ","High Level Airport","High Level","Alberta","Canada","58.6214","-117.165","CA"
"YOO","Oshawa Airport","Oshawa","Ontario","Canada","43.9228","-78.895","CA"
"YOP","Rainbow Lake Airport","Rainbow Lake","Alberta","Canada","58.4914","-119.408","CA"
"YOS","Owen Sound / Billy Bishop Regional Airport","Owen Sound","Ontario","Canada","44.5903","-80.8375","CA"
"YOW","Ottawa / Macdonald-Cartier International Airport","Ottawa","Ontario","Canada","45.3225","-75.6692","CA"
"YPA","Prince Albert (Glass Field) Airport","Prince Albert","Saskatchewan","Canada","53.2142","-105.673","CA"
"YPC","Paulatuk (Nora Aliqatchialuk Ruben) Airport","Paulatuk","Northwest Territories","Canada","69.36084","-124.07547","CA"
"YPS","Port Hawkesbury Airport","Port Hawkesbury","Nova Scotia","Canada","45.6567","-61.3681","CA"
"YPE","Peace River Airport","Peace River","Alberta","Canada","56.2269","-117.447","CA"
"YPG","Southport Airport","Portage","Manitoba","Canada","49.9031","-98.2739","CA"
"YPH","Inukjuak Airport","Inukjuak","Quebec","Canada","58.4719","-78.0769","CA"
"YPK","Pitt Meadows Airport","Pitt Meadows","British Columbia","Canada","49.2161","-122.71","CA"
"YPL","Pickle Lake Airport","Pickle Lake","Ontario","Canada","51.4464","-90.2142","CA"
"YPM","Pikangikum Airport","Pikangikum","Ontario","Canada","51.8197","-93.9733","CA"
"YPN","Port Menier Airport","Port-Menier","Quebec","Canada","49.8364","-64.2886","CA"
"YPO","Peawanuck Airport","Peawanuck","Ontario","Canada","54.9881","-85.4433","CA"
"YPQ","Peterborough Airport","Peterborough","Ontario","Canada","44.23","-78.3633","CA"
"YPR","Prince Rupert Airport","Prince Rupert","British Columbia","Canada","54.2861","-130.44501","CA"
"YPW","Powell River Airport","Powell River","British Columbia","Canada","49.8342","-124.5","CA"
"YPX","Puvirnituq Airport","Puvirnituq","Quebec","Canada","60.0506","-77.2869","CA"
"YPY","Fort Chipewyan Airport","Fort Chipewyan","Alberta","Canada","58.7672","-111.117","CA"
"YPZ","Burns Lake Airport","Burns Lake","British Columbia","Canada","54.3764","-125.951","CA"
"YQA","Muskoka Airport","Muskoka","Ontario","Canada","44.9747","-79.3033","CA"
"YQB","Québec City Jean Lesage International Airport","Quebec City","Quebec","Canada","46.7911","-71.3933","CA"
"YQD","The Pas Airport","The Pas","Manitoba","Canada","53.9714","-101.091","CA"
"YQF","Red Deer Regional Airport","Red Deer","Alberta","Canada","52.1822","-113.894","CA"
"YQG","Windsor Airport","Windsor","Ontario","Canada","42.2756","-82.9556","CA"
"YQH","Watson Lake Airport","Watson Lake","Yukon","Canada","60.1164","-128.82201","CA"
"YQI","Yarmouth Airport","Yarmouth","Nova Scotia","Canada","43.8269","-66.0881","CA"
"YQK","Kenora Airport","Kenora","Ontario","Canada","49.7883","-94.3631","CA"
"YQL","Lethbridge Airport","Lethbridge","Alberta","Canada","49.6303","-112.8","CA"
"YQM","Moncton / Greater Moncton Roméo Airport","Moncton","New Brunswick","Canada","46.1122","-64.6786","CA"
"YQN","Nakina Airport","Nakina","Ontario","Canada","50.1828","-86.6964","CA"
"YQQ","Comox Airport","Comox","British Columbia","Canada","49.7108","-124.887","CA"
"YQR","Regina International Airport","Regina","Saskatchewan","Canada","50.4319","-104.666","CA"
"YQS","St Thomas Municipal Airport","St Thomas","Ontario","Canada","42.77","-81.1108","CA"
"YQT","Thunder Bay Airport","Thunder Bay","Ontario","Canada","48.3719","-89.3239","CA"
"YQU","Grande Prairie Airport","Grande Prairie","Alberta","Canada","55.1797","-118.885","CA"
"YQV","Yorkton Municipal Airport","Yorkton","Saskatchewan","Canada","51.2647","-102.462","CA"
"YQW","North Battleford Airport","North Battleford","Saskatchewan","Canada","52.7692","-108.244","CA"
"YQX","Gander International Airport","Gander","Newfoundland and Labrador","Canada","48.9369","-54.5681","CA"
"YQY","Sydney / J.A. Douglas McCurdy Airport","Sydney","Nova Scotia","Canada","46.1614","-60.0478","CA"
"YQZ","Quesnel Airport","Quesnel","British Columbia","Canada","53.0261","-122.51","CA"
"YRA","Rae Lakes Airport","Gameti","Northwest Territories","Canada","64.1161","-117.31","CA"
"YRB","Resolute Bay Airport","Resolute Bay","Nunavut","Canada","74.7169","-94.9694","CA"
"YRI","Riviere-du-Loup Airport","Riviere-du-Loup","Quebec","Canada","47.7644","-69.5847","CA"
"YRJ","Roberval Airport","Roberval","Quebec","Canada","48.52","-72.2656","CA"
"YRL","Red Lake Airport","Red Lake","Ontario","Canada","51.0669","-93.7931","CA"
"YRM","Rocky Mountain House Airport","Rocky Mountain House","Alberta","Canada","52.4297","-114.904","CA"
"YRO","Ottawa / Rockcliffe Airport","Ottawa","Ontario","Canada","45.4603","-75.6461","CA"
"YRQ","Trois-Rivieres Airport","Trois-Rivieres","Quebec","Canada","46.3528","-72.6794","CA"
"YRS","Red Sucker Lake Airport","Red Sucker Lake","Manitoba","Canada","54.1672","-93.5572","CA"
"YRT","Rankin Inlet Airport","Rankin Inlet","Nunavut","Canada","62.8114","-92.1158","CA"
"YRV","Revelstoke Airport","Revelstoke","British Columbia","Canada","50.9667","-118.183","CA"
"YSB","Sudbury Airport","Falconbridge","Ontario","Canada","46.625","-80.7989","CA"
"YSC","Sherbrooke Airport","Sherbrooke","Quebec","Canada","45.4386","-71.6914","CA"
"YSE","Squamish Airport","Squamish","British Columbia","Canada","49.7817","-123.162","CA"
"YSF","Stony Rapids Airport","Stony Rapids","Saskatchewan","Canada","59.2503","-105.841","CA"
